id,destination_name,city,state_region,country,category,description,best_time_to_visit,average_budget,safety_score,popularity_score,latitude,longitude,image_url
eefe9975-24d6-4f6b-8bb6-c2ac8c850763,Ooty (6),Ooty,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,12537,6.8,5.0,11.4238,76.6811,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
9c436b17-0643-40ca-98c2-09cb02ddd880,Kodaikanal (6),Kodaikanal,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Oct-Mar,10331,6.9,9.1,10.2068,77.4655,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
47b506d7-7ed6-49d4-b168-774fe120f175,Mahabalipuram (6),Mahabalipuram,Tamil Nadu,India,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,13722,9.3,6.6,12.5846,80.1852,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
3dcc9a2b-2bb6-47af-82e2-b4bf0bd71d29,Rameswaram (6),Rameswaram,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,14480,8.5,6.8,9.2777,79.308,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
a26cf763-e093-4d17-a4a7-22aace39e708,Madurai (6),Madurai,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,5148,9.4,8.3,9.9566,78.1419,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
d1149fab-4c2f-48dc-a177-ee3e4c83dc5b,Mumbai (6),Mumbai,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,28197,7.2,6.8,19.0406,72.9236,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
662b3d44-f884-43ea-ab7f-2623b91826ff,Pune (6),Pune,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,25498,8.7,5.8,18.5204,73.9063,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
9962bd00-9897-4624-a987-834112c2967f,Aurangabad (6),Aurangabad,Maharashtra,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,14748,8.4,8.8,19.8562,75.3495,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
ed3dbaea-b6f7-4df9-a631-c29c5827bd24,Lonavala (6),Lonavala,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,5781,7.1,8.3,18.7117,73.4405,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
31399e4d-df5e-4a3f-b47e-0443e74b8b76,Mahabaleshwar (6),Mahabaleshwar,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Jul-Sep,18745,8.0,7.2,17.907,73.6447,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
66cda02f-7f54-4eec-b8ef-77c7538873e6,Nasik (6),Nasik,Maharashtra,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,12133,9.2,6.2,19.9495,73.7519,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
22a74d81-6909-4f42-98ba-a40576fc835d,Agra (6),Agra,Uttar Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,9259,7.8,8.1,27.1805,78.056,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
3adafb9d-6daa-4c60-a3d9-f096bc1a9257,Varanasi (6),Varanasi,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,8818,6.8,7.5,25.3451,82.9686,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
ed31efdc-67aa-485b-b168-0ddfef940fbc,Lucknow (6),Lucknow,Uttar Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,22486,8.0,7.2,26.8924,80.983,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
b8357cdb-71bc-4fe9-81dc-a7c7f1a98c34,Mathura (6),Mathura,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,9911,8.0,7.7,27.5273,77.6308,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
b2ffd6c9-052f-479c-ba74-9772b8d6aad3,Vrindavan (6),Vrindavan,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,8629,6.4,6.5,27.5503,77.6809,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
46997ff7-6d48-459a-94aa-f217f13f2a6a,Ayodhya (6),Ayodhya,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,7444,9.1,8.7,26.8361,82.2246,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
c65a14ae-49f6-47d9-9c7d-44460d8cdf06,Ahmedabad (6),Ahmedabad,Gujarat,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,24755,7.2,5.9,22.9748,72.5942,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
688787d0-d319-4742-afa0-b0ac06bcfb37,Rann of Kutch (6),Rann of Kutch,Gujarat,India,desert,Vast desert with golden dunes and starry nights.,Apr-Jun,21408,8.5,8.6,23.7048,70.7919,https://images.unsplash.com/photo-1509316785289-025f5b846b35?w=800
fde64722-8ff4-47c2-9899-259bf8140fa8,Somnath (6),Somnath,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,4045,9.2,7.3,20.856,70.4113,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
b8ab5540-653b-4627-8548-f24c50cea78c,Dwarka (6),Dwarka,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,4363,5.9,8.0,22.2026,69.0117,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
9792d43d-9f50-46bd-94d9-ba0063796f30,Rishikesh (6),Rishikesh,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,8068,6.4,8.5,30.0812,78.2302,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
a5718365-9e4c-4078-91ba-1053e538abfe,Haridwar (6),Haridwar,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,5795,5.6,8.2,29.9817,78.1467,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
aa12352e-03be-4c44-9ab4-0659206303f1,Nainital (6),Nainital,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Jul-Sep,12654,9.4,7.6,29.3575,79.4581,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
e5e995d1-3101-4fa5-adec-86058da66d96,Mussoorie (6),Mussoorie,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,7900,7.9,7.2,30.4847,78.1041,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
4514c59a-eabe-4f81-ad4d-62a5f2694dd6,Jim Corbett (6),Jim Corbett,Uttarakhand,India,national_park,Protected wildlife sanctuary with diverse fauna.,Jul-Sep,13576,8.1,7.6,29.5709,78.7729,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
e6693713-ae11-4292-837b-ab7975a2ee37,Auli (6),Auli,Uttarakhand,India,ski_resort,Premier ski destination with world-class slopes.,Nov-Feb,38368,5.9,6.5,30.5155,79.5306,https://images.unsplash.com/photo-1467809941588-68d5c9e3c9fd?w=800
072e3616-dd6b-4c44-8880-8f74db211b52,Kedarnath (6),Kedarnath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,3001,7.6,8.6,30.6988,79.0456,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
d1c61034-396a-4d25-9ca6-0818428dd9cd,Badrinath (6),Badrinath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,3136,8.3,7.4,30.7688,79.4738,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
a46c2bb1-f515-40f4-9051-af168d2e17f6,Khajuraho (6),Khajuraho,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,19073,6.7,6.1,24.7825,79.9073,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
fffe1489-0e83-49e2-95e6-795276b4e87a,Bhopal (6),Bhopal,Madhya Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,38906,7.7,6.9,23.2262,77.4363,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
82669357-e8d6-42dd-a230-2c79f52fd5d3,Bandhavgarh (6),Bandhavgarh,Madhya Pradesh,India,national_park,Protected wildlife sanctuary with diverse fauna.,Jul-Sep,18572,7.0,6.3,23.7145,81.0087,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
5d3c2e00-f319-4615-b2df-059e3ce1f3a8,Orchha (6),Orchha,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,19231,8.3,6.3,25.3667,78.6444,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
eaf2f199-a510-4fce-ab12-f65a7053af56,Panchmarhi (6),Panchmarhi,Madhya Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,11765,6.3,5.3,22.4313,78.3962,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
d00dc928-068d-4663-b80b-ae367c92aa29,Kolkata (6),Kolkata,West Bengal,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,30241,7.3,8.4,22.5718,88.346,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
11f12a29-b638-48fd-b98c-8a48d541e69b,Darjeeling (6),Darjeeling,West Bengal,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,5813,9.4,5.1,27.0832,88.2409,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
5bca3304-f367-4a08-80a3-e79c0d5c856e,Sundarbans (6),Sundarbans,West Bengal,India,national_park,Protected wildlife sanctuary with diverse fauna.,Nov-Feb,16717,7.3,5.0,21.9087,88.85,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
c8fc5f23-aa34-463f-85b9-19a3f2886f6d,Puri (6),Puri,Odisha,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,8601,7.2,8.8,19.8133,85.8183,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
106a426c-5c39-47db-9563-ff661a51d439,Bhubaneswar (6),Bhubaneswar,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,11410,5.8,8.6,20.2607,85.8012,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
f0775cd7-c1bc-4fca-8f4b-3e1dc4a67c08,Konark (6),Konark,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,7169,7.7,5.9,19.9272,86.0695,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
31086a07-99c4-4613-8900-4fc0237fb47c,Hyderabad (6),Hyderabad,Telangana,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,37140,5.6,9.7,17.4065,78.4752,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
a657246d-557d-4c5b-be29-0407d653a151,Tirupati (6),Tirupati,Andhra Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,7049,8.5,5.2,13.6249,79.4463,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
37496534-abb2-41f7-880c-62249bcb0892,Visakhapatnam (6),Visakhapatnam,Andhra Pradesh,India,beach,Stunning coastal destination with golden sands and azure waters.,Year-round,14830,7.4,8.3,17.668,83.2008,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
0fa8aa89-ef35-4996-9968-1b3624dc9cea,Guwahati (6),Guwahati,Assam,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,34403,9.2,7.5,26.1198,91.7501,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
cdee56f7-1a8b-4fa1-b9ab-b751fcd60291,Kaziranga (6),Kaziranga,Assam,India,national_park,Protected wildlife sanctuary with diverse fauna.,Nov-Feb,10905,9.1,9.1,26.5493,93.1324,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
379ebd7d-2ffc-4101-81af-7158910a6c02,Shillong (6),Shillong,Meghalaya,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Jul-Sep,10316,5.6,8.8,25.5873,91.8829,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
ae4da809-68d3-41e9-8cb5-0c376c4acd59,Cherrapunji (6),Cherrapunji,Meghalaya,India,nature,Pristine natural destination with lush landscapes and wildlife.,Nov-Feb,5146,9.4,7.8,25.3038,91.7526,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
30659739-4bec-4184-8c35-c1fd49eb0b88,Gangtok (6),Gangtok,Sikkim,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,11084,8.6,6.2,27.3314,88.6324,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
b47abe8d-15f6-46de-82dc-35b0aa828451,Leh (6),Leh,Ladakh,India,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Apr-Jun,28484,5.7,6.7,34.118,77.5807,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
4ff6ec5c-29fc-4398-b892-3d9eff5ce83e,Srinagar (6),Srinagar,Jammu and Kashmir,India,nature,Pristine natural destination with lush landscapes and wildlife.,Oct-Mar,7061,7.5,6.5,34.0895,74.8118,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
424ab522-5df6-48ed-af75-9f72968089ba,Amritsar (6),Amritsar,Punjab,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,10187,8.4,5.1,31.6218,74.8947,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
488f92dc-3bb2-4c54-94eb-07af48b57e6f,Chandigarh (6),Chandigarh,Punjab,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,39447,5.7,8.4,30.7392,76.7837,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
22a8d1a4-f09e-42c3-9bba-4753014eddbe,Port Blair (6),Port Blair,Andaman,India,island,Tropical island paradise with turquoise waters.,Jul-Sep,27437,7.8,7.6,11.6058,92.7233,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
a3b0b50e-818f-409b-96c1-da8c3d2c1791,Havelock Island (6),Havelock Island,Andaman,India,island,Tropical island paradise with turquoise waters.,Year-round,51341,6.1,7.5,12.0167,93.0188,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
12c32ec9-d824-442a-acb4-9136b4cc6cc4,Vaishno Devi (6),Vaishno Devi,Jammu and Kashmir,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,9014,7.3,8.7,33.0302,74.9755,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
513467de-062b-4d99-9e0c-38db3b37c1c9,Bodh Gaya (6),Bodh Gaya,Bihar,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,13153,8.9,8.7,24.67,85.0134,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
6f40e174-33ae-4319-8f1a-d3abf3768f15,Nalanda (6),Nalanda,Bihar,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,19419,7.0,7.5,25.1364,85.4493,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
25e8d678-d739-4499-8476-b54dd111c682,Dehradun (6),Dehradun,Uttarakhand,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,19277,6.8,8.1,30.2775,78.0345,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
67446953-0cf0-4e55-b87e-534e2fd48f59,Bali (6),Bali,Bali,Indonesia,beach,Stunning coastal destination with golden sands and azure waters.,Oct-Mar,9434,8.8,5.6,-8.3032,115.0622,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
efe5dbf3-d0c2-4337-8cd4-e0a362c215e1,Bangkok (6),Bangkok,Bangkok,Thailand,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,16278,5.9,7.7,13.7899,100.5176,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
4e2c9aef-c729-4d22-89ed-b65492fa62cd,Phuket (6),Phuket,Phuket,Thailand,beach,Stunning coastal destination with golden sands and azure waters.,Year-round,16386,5.7,6.1,7.9022,98.3436,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
49d14b0d-a31e-4d26-9f23-c173a38d3823,Chiang Mai (6),Chiang Mai,Chiang Mai,Thailand,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,31487,7.5,9.3,18.7463,99.0154,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
adbe476f-ab95-4aeb-95f1-c1bd4afc192d,Singapore (6),Singapore,Singapore,Singapore,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,21826,7.7,9.5,1.3437,103.8067,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
a3cb1862-4afd-413b-b1c9-d80aa5a34c50,Kuala Lumpur (6),Kuala Lumpur,KL,Malaysia,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,36989,8.0,7.5,3.1624,101.7203,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
ea8fbcbb-827b-4a45-934a-3d6d433a363e,Ho Chi Minh City (6),Ho Chi Minh City,Vietnam,Vietnam,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,17074,9.3,5.5,10.8456,106.6329,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
17bb4f7f-5ed2-4720-ab57-343d0d121516,Hanoi (6),Hanoi,Hanoi,Vietnam,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,9164,7.6,6.2,21.041,105.8221,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
20890e78-92c5-4dbe-bd71-d4721e0a6308,Ha Long Bay (6),Ha Long Bay,Quang Ninh,Vietnam,nature,Pristine natural destination with lush landscapes and wildlife.,Year-round,11802,8.5,8.7,20.9178,107.2013,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
4168146e-a83d-494e-a9ff-ac942a989ed7,Siem Reap (6),Siem Reap,Siem Reap,Cambodia,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,20464,5.9,8.8,13.3721,103.8453,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
9d54c5fe-6190-450d-86d2-4b040629221f,Manila (6),Manila,Philippines,Philippines,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,27494,9.5,7.1,14.5847,120.9657,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
5d42f53c-2899-49f2-b9be-aa2a29248efd,Palawan (6),Palawan,Palawan,Philippines,island,Tropical island paradise with turquoise waters.,Apr-Jun,39361,7.1,8.0,9.8675,118.7207,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
473b9c6a-647a-4719-bebf-1d3dcedf82c5,Tokyo (6),Tokyo,Tokyo,Japan,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,28453,7.7,6.8,35.6812,139.6748,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
7629bdaf-eda2-4c7a-b10e-c19e78ca6526,Kyoto (6),Kyoto,Kyoto,Japan,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,21755,7.3,9.6,34.9616,135.7216,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
dcdebd76-ad9a-4717-b764-c01bd98b96ae,Osaka (6),Osaka,Osaka,Japan,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,29521,5.6,5.6,34.7327,135.453,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
b5241fe7-c3fa-4d14-addf-f66497fa4755,Seoul (6),Seoul,Seoul,South Korea,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,17039,8.9,5.1,37.5987,126.997,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
0f84da4a-694e-4d13-a272-13f419479250,Jeju Island (6),Jeju Island,Jeju,South Korea,island,Tropical island paradise with turquoise waters.,Apr-Jun,51284,7.5,7.7,33.5068,126.4906,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
094e0b5e-4574-4566-85ad-a21354ad60f4,Beijing (6),Beijing,Beijing,China,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,11827,6.1,6.3,39.9432,116.3824,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2e9af189-81be-487d-9b54-49bfc920d3a1,Shanghai (6),Shanghai,Shanghai,China,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,36577,6.7,7.7,31.2373,121.4454,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
5733e0fc-4845-455d-b34e-c7667d383fff,Hong Kong (6),Hong Kong,Hong Kong,China,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,33710,6.8,7.3,22.3181,114.2093,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
c906dbe4-523f-4589-8f73-f69d5d3f89f2,Colombo (6),Colombo,Sri Lanka,Sri Lanka,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,36853,9.1,7.9,6.9071,79.8843,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
d6a3eb7a-a5fe-45b6-ab8b-f4b866c3a8cd,Sigiriya (6),Sigiriya,Sri Lanka,Sri Lanka,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,12251,5.8,5.3,7.9841,80.7451,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
48079555-a4dc-42ac-b83d-3a7b1948c43f,Kathmandu (6),Kathmandu,Bagmati,Nepal,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,12824,9.2,5.6,27.7442,85.3488,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
d435d5ea-f50f-474a-921f-c65b56ff2905,Pokhara (6),Pokhara,Gandaki,Nepal,nature,Pristine natural destination with lush landscapes and wildlife.,Year-round,5187,8.0,8.0,28.165,83.988,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
dc087ae2-170a-4c72-a963-4f56f4cdd52b,Dubai (6),Dubai,Dubai,UAE,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,27692,7.8,6.6,25.2246,55.2361,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
ee66f26e-9bc1-4e89-8354-e8010d104a72,Abu Dhabi (6),Abu Dhabi,Abu Dhabi,UAE,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,24601,8.5,7.8,24.4129,54.3705,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
410b924d-3531-4e51-9a8c-7383990319f5,Istanbul (6),Istanbul,Istanbul,Turkey,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,8425,6.0,5.4,41.0153,28.9333,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
3a729360-57ac-4ae7-a400-f732e1e0d731,Cappadocia (6),Cappadocia,Nevsehir,Turkey,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Jul-Sep,16603,5.8,7.4,38.6705,34.7919,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
7de3ef81-c8a6-4211-a60a-b3aa9f709d54,Marrakech (6),Marrakech,Marrakech,Morocco,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,13879,7.7,7.3,31.6447,-8.0115,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2590e6d5-77f1-4595-a339-dfc6a0652288,Cairo (6),Cairo,Cairo,Egypt,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,18053,7.6,6.2,30.021,31.2287,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
732b6179-9f02-4bb8-ae96-f9796f7d023f,Petra (6),Petra,Jordan,Jordan,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,7467,6.0,7.0,30.315,35.4134,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
83746ef8-51d2-48cf-8774-72abd87eec08,Paris (6),Paris,France,France,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,29460,8.1,8.7,48.8235,2.3372,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
3ca5e253-f8f0-4d23-9af3-375158b84c98,Rome (6),Rome,Lazio,Italy,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,16210,6.1,5.2,41.9346,12.4664,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
cbbf4fb9-c93a-48a6-b5bc-2e942b7dde40,Venice (6),Venice,Veneto,Italy,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,8555,8.5,9.1,45.402,12.271,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
116a3219-cb11-47c9-955a-119edf053104,Barcelona (6),Barcelona,Catalonia,Spain,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,14839,9.0,8.9,41.3365,2.1928,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
8cbeb530-e065-4fbd-ad9c-2f2e3ee1d1eb,Santorini (6),Santorini,Greece,Greece,island,Tropical island paradise with turquoise waters.,Oct-Mar,34996,7.3,5.1,36.3641,25.4653,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
6ef265f2-c733-41a7-b9ab-efbb83bbaa1a,Athens (6),Athens,Attica,Greece,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,14952,7.6,6.2,37.9821,23.7505,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2a4faf23-e261-47f6-9877-2540fb60730f,Amsterdam (6),Amsterdam,Netherlands,Netherlands,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,32776,8.3,5.1,52.3759,4.9205,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
ea7a0b7a-6971-47f9-ab64-921af4201ce4,Berlin (6),Berlin,Germany,Germany,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,18370,6.2,6.4,52.5489,13.4168,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
3194565e-fc3a-482e-970e-e61918dc1e34,Vienna (6),Vienna,Austria,Austria,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,13617,8.1,5.0,48.1971,16.3509,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
dd255145-7986-45b2-841a-c4e506a7d7db,Prague (6),Prague,Czech Republic,Czech Republic,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,20160,5.9,6.4,50.1138,14.4265,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
e099deec-d425-43ef-af7e-c21f945b69ae,Budapest (6),Budapest,Hungary,Hungary,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,14331,9.4,5.5,47.4794,19.0769,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
4bbf8355-da12-4687-b04c-4e7d3efc04c4,Interlaken (6),Interlaken,Bern,Switzerland,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Year-round,10884,6.2,7.4,46.6821,7.9058,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
